Delivery_id,Order_id,Delivery_status,Rider_id
107,107,Completed,1730
108,108,Completed,1413
109,109,Pending,890
110,110,Pending,927
111,111,Completed,867
112,112,Pending,478
113,113,Pending,556
114,114,Pending,95
115,115,Failed,1101
116,116,Failed,1752
117,117,Failed,75
118,118,Completed,711
119,119,Pending,1626
120,120,Pending,1243
121,121,Completed,683
122,122,Failed,1467
123,123,Completed,1675
124,124,Failed,1797
125,125,Failed,1296
126,126,Failed,280
127,127,Completed,1327
128,128,Pending,617
129,129,Failed,1825
130,130,Completed,1517
131,131,Completed,1247
132,132,Completed,195
133,133,Failed,1971
134,134,Failed,1481
135,135,Failed,386
136,136,Completed,100
137,137,Completed,31
138,138,Pending,347
139,139,Failed,359
140,140,Failed,1085
141,141,Completed,837
142,142,Completed,209
143,143,Pending,646
144,144,Completed,779
145,145,Completed,1507
146,146,Pending,1652
147,147,Failed,409
148,148,Pending,1041
149,149,Pending,714
150,150,Completed,889
151,151,Failed,734
152,152,Completed,963
153,153,Pending,680
154,154,Completed,1018
155,155,Failed,975
156,156,Pending,1111
157,157,Failed,543
158,158,Completed,1876
159,159,Failed,378
160,160,Pending,862
161,161,Pending,165
162,162,Completed,390
163,163,Pending,1740
164,164,Failed,1016
165,165,Pending,1603
166,166,Failed,493
167,167,Completed,724
168,168,Completed,1108
169,169,Failed,433
170,170,Completed,1673
171,171,Completed,416
172,172,Failed,1909
173,173,Failed,67
174,174,Completed,373
175,175,Pending,247
176,176,Failed,77
177,177,Failed,1690
178,178,Failed,1501
179,179,Failed,47
180,180,Failed,1878
181,181,Failed,1074
182,182,Pending,254
183,183,Pending,1055
184,184,Failed,660
185,185,Completed,1900
186,186,Failed,1825
187,187,Pending,711
188,188,Failed,1674
189,189,Completed,141
190,190,Completed,1208
191,191,Failed,924
192,192,Pending,402
193,193,Completed,1533
194,194,Completed,883
195,195,Failed,1320
196,196,Failed,342
197,197,Completed,1184
198,198,Completed,253
199,199,Pending,1751
200,200,Failed,1528
201,201,Pending,150
202,202,Completed,401
203,203,Completed,1915
204,204,Completed,1594
205,205,Completed,215
206,206,Completed,416
207,207,Pending,968
208,208,Pending,1823
209,209,Failed,374
210,210,Failed,324
211,211,Failed,692
212,212,Failed,363
213,213,Pending,684
214,214,Pending,1105
215,215,Failed,268
216,216,Pending,1108
217,217,Completed,148
218,218,Pending,26
219,219,Completed,1460
220,220,Completed,1788
221,221,Pending,1032
222,222,Pending,451
223,223,Completed,1906
224,224,Pending,805
225,225,Completed,1821
226,226,Pending,578
227,227,Pending,707
228,228,Completed,354
229,229,Pending,903
230,230,Completed,1323
231,231,Failed,1987
232,232,Pending,164
233,233,Completed,341
234,234,Failed,1304
235,235,Pending,575
236,236,Pending,659
237,237,Pending,1347
238,238,Pending,580
239,239,Pending,1413
240,240,Pending,1041
241,241,Pending,1917
242,242,Completed,421
243,243,Pending,1460
244,244,Completed,309
245,245,Completed,1074
246,246,Completed,430
247,247,Pending,434
248,248,Failed,536
249,249,Pending,451
250,250,Completed,927
251,251,Failed,1714
252,252,Pending,1813
253,253,Failed,400
254,254,Pending,1229
255,255,Completed,168
256,256,Failed,459
257,257,Pending,1651
258,258,Completed,422
259,259,Failed,1956
260,260,Failed,1268
261,261,Pending,426
262,262,Failed,1603
263,263,Failed,926
264,264,Completed,122
265,265,Failed,1960
266,266,Completed,1375
267,267,Completed,1659
268,268,Pending,846
269,269,Pending,1194
270,270,Pending,1588
271,271,Pending,1234
272,272,Failed,216
273,273,Completed,1825
274,274,Pending,348
275,275,Failed,981
276,276,Failed,1312
277,277,Pending,103
278,278,Completed,132
279,279,Pending,1324
280,280,Pending,553
281,281,Completed,1588
282,282,Completed,967
283,283,Pending,851
284,284,Pending,1210
285,285,Pending,520
286,286,Completed,1088
287,287,Failed,1539
288,288,Failed,1279
289,289,Completed,109
290,290,Pending,1204
291,291,Completed,343
292,292,Pending,1350
293,293,Completed,532
294,294,Pending,88
295,295,Completed,756
296,296,Failed,1249
297,297,Failed,1173
298,298,Pending,988
299,299,Completed,231
300,300,Pending,1898
301,301,Completed,855
302,302,Completed,267
303,303,Completed,836
304,304,Pending,783
305,305,Failed,403
306,306,Completed,1852
307,307,Failed,1463
308,308,Failed,328
309,309,Completed,1977
310,310,Completed,1434
311,311,Failed,1089
312,312,Failed,16
313,313,Completed,310
314,314,Completed,146
315,315,Completed,1449
316,316,Failed,470
317,317,Pending,1579
318,318,Failed,1390
319,319,Failed,488
320,320,Completed,259
321,321,Completed,1439
322,322,Failed,1758
323,323,Failed,1769
324,324,Failed,1907
325,325,Completed,92
326,326,Failed,1825
327,327,Completed,1950
328,328,Completed,1551
329,329,Failed,911
330,330,Completed,65
331,331,Failed,1819
332,332,Completed,1789
333,333,Pending,367
334,334,Completed,1691
335,335,Completed,54
336,336,Failed,1302
337,337,Pending,1271
338,338,Pending,254
339,339,Completed,1763
340,340,Pending,1754
341,341,Pending,83
342,342,Completed,35
343,343,Failed,1198
344,344,Pending,899
345,345,Completed,638
346,346,Failed,5
347,347,Pending,303
348,348,Failed,1942
349,349,Completed,1878
350,350,Failed,1966
351,351,Failed,47
352,352,Pending,157
353,353,Failed,1305
354,354,Completed,415
355,355,Pending,1838
356,356,Completed,786
357,357,Completed,1542
358,358,Completed,852
359,359,Pending,1841
360,360,Pending,1722
361,361,Failed,391
362,362,Failed,53
363,363,Completed,628
364,364,Completed,1113
365,365,Pending,1091
366,366,Completed,1977
367,367,Pending,1748
368,368,Completed,1265
369,369,Pending,1201
370,370,Failed,381
371,371,Completed,1885
372,372,Failed,839
373,373,Failed,742
374,374,Failed,1184
375,375,Completed,1353
376,376,Pending,1256
377,377,Failed,1782
378,378,Completed,929
379,379,Pending,1510
380,380,Failed,1926
381,381,Pending,1797
382,382,Failed,1245
383,383,Failed,1429
384,384,Failed,318
385,385,Pending,251
386,386,Pending,683
387,387,Pending,957
388,388,Completed,1311
389,389,Completed,1408
390,390,Pending,240
391,391,Failed,586
392,392,Pending,1905
393,393,Failed,1595
394,394,Pending,1243
395,395,Pending,95
396,396,Completed,1117
397,397,Failed,139
398,398,Pending,589
399,399,Pending,1942
400,400,Failed,130
401,401,Completed,1531
402,402,Failed,601
403,403,Completed,1935
404,404,Completed,694
405,405,Completed,1836
406,406,Completed,1763
407,407,Completed,1075
408,408,Completed,1738
409,409,Completed,1022
410,410,Completed,72
411,411,Failed,1356
412,412,Failed,154
413,413,Completed,1808
414,414,Failed,1830
415,415,Completed,1724
416,416,Failed,1438
417,417,Failed,1699
418,418,Pending,784
419,419,Pending,1762
420,420,Pending,819
421,421,Completed,1286
422,422,Pending,795
423,423,Completed,1841
424,424,Failed,33
425,425,Completed,563
426,426,Pending,1036
427,427,Completed,1321
428,428,Pending,851
429,429,Completed,1074
430,430,Failed,1583
431,431,Completed,655
432,432,Completed,1652
433,433,Pending,1518
434,434,Pending,634
435,435,Completed,1913
436,436,Completed,1149
437,437,Failed,959
438,438,Pending,1074
439,439,Failed,1934
440,440,Failed,1991
441,441,Completed,1879
442,442,Completed,1063
443,443,Pending,969
444,444,Pending,204
445,445,Failed,1342
446,446,Pending,902
447,447,Pending,1137
448,448,Pending,1842
449,449,Completed,1881
450,450,Completed,1586
451,451,Pending,1115
452,452,Pending,548
453,453,Completed,175
454,454,Pending,1785
455,455,Failed,688
456,456,Pending,576
457,457,Pending,1696
458,458,Completed,522
459,459,Completed,1981
460,460,Failed,328
461,461,Completed,903
462,462,Completed,134
463,463,Pending,258
464,464,Pending,1316
465,465,Completed,918
466,466,Pending,849
467,467,Failed,457
468,468,Failed,1498
469,469,Pending,1697
470,470,Pending,1574
471,471,Completed,148
472,472,Failed,830
473,473,Completed,561
474,474,Completed,236
475,475,Pending,855
476,476,Pending,686
477,477,Completed,1244
478,478,Completed,1141
479,479,Pending,958
480,480,Completed,1424
481,481,Completed,1755
482,482,Pending,36
483,483,Completed,156
484,484,Completed,509
485,485,Pending,1163
486,486,Pending,1329
487,487,Pending,322
488,488,Failed,1319
489,489,Pending,1857
490,490,Failed,259
491,491,Pending,1853
492,492,Pending,734
493,493,Failed,1577
494,494,Completed,1241
495,495,Completed,966
496,496,Completed,1054
497,497,Failed,803
498,498,Failed,1818
499,499,Completed,595
500,500,Completed,1271
501,501,Pending,724
502,502,Failed,679
503,503,Pending,745
504,504,Pending,56
505,505,Completed,1552
506,506,Completed,1143
507,507,Pending,469
508,508,Failed,746
509,509,Failed,1600
510,510,Pending,1862
511,511,Pending,778
512,512,Completed,933
513,513,Completed,1060
514,514,Pending,882
515,515,Pending,323
516,516,Pending,559
517,517,Pending,111
518,518,Completed,1495
519,519,Pending,1988
520,520,Pending,639
521,521,Pending,33
522,522,Completed,578
523,523,Pending,1896
524,524,Pending,1016
525,525,Failed,816
526,526,Completed,1038
527,527,Completed,613
528,528,Failed,563
529,529,Completed,194
530,530,Completed,1174
531,531,Pending,1026
532,532,Pending,1185
533,533,Pending,998
534,534,Completed,446
535,535,Failed,335
536,536,Pending,1280
537,537,Pending,808
538,538,Failed,1279
539,539,Failed,551
540,540,Failed,1536
541,541,Pending,1843
542,542,Completed,1190
543,543,Pending,977
544,544,Completed,746
545,545,Pending,1835
546,546,Failed,1389
547,547,Completed,251
548,548,Completed,1328
549,549,Pending,198
550,550,Pending,1927
551,551,Failed,1676
552,552,Completed,876
553,553,Failed,611
554,554,Pending,1533
555,555,Completed,513
556,556,Pending,1857
557,557,Completed,1208
558,558,Failed,493
559,559,Pending,1872
560,560,Failed,424
561,561,Failed,1707
562,562,Completed,1843
563,563,Pending,1173
564,564,Pending,204
565,565,Completed,1819
566,566,Completed,574
567,567,Pending,208
568,568,Pending,449
569,569,Pending,1368
570,570,Failed,1145
571,571,Pending,1572
572,572,Pending,369
573,573,Failed,1998
574,574,Completed,599
575,575,Pending,1885
576,576,Pending,999
577,577,Failed,559
578,578,Completed,355
579,579,Failed,693
580,580,Completed,1601
581,581,Pending,519
582,582,Failed,1408
583,583,Completed,966
584,584,Pending,1183
585,585,Pending,928
586,586,Completed,707
587,587,Failed,1449
588,588,Completed,400
589,589,Pending,1864
590,590,Pending,1432
591,591,Completed,1603
592,592,Pending,392
593,593,Failed,916
594,594,Pending,1807
595,595,Completed,1132
596,596,Pending,942
597,597,Failed,1681
598,598,Completed,1951
599,599,Pending,1635
600,600,Failed,1002
601,601,Completed,1162
602,602,Completed,22
603,603,Completed,1280
604,604,Pending,757
605,605,Pending,898
606,606,Pending,1443
607,607,Completed,1747
608,608,Pending,80
609,609,Failed,1783
610,610,Completed,1935
611,611,Pending,1679
612,612,Completed,1163
613,613,Failed,1010
614,614,Completed,714
615,615,Pending,1884
616,616,Pending,623
617,617,Pending,1876
618,618,Completed,683
619,619,Pending,50
620,620,Failed,971
621,621,Pending,898
622,622,Pending,702
623,623,Completed,307
624,624,Pending,578
625,625,Failed,655
626,626,Failed,1056
627,627,Completed,712
628,628,Failed,484
629,629,Completed,1213
630,630,Failed,595
631,631,Failed,437
632,632,Pending,662
633,633,Completed,542
634,634,Failed,1091
635,635,Failed,531
636,636,Pending,81
637,637,Completed,1464
638,638,Failed,190
639,639,Pending,1394
640,640,Completed,1848
641,641,Completed,1603
642,642,Pending,689
643,643,Pending,500
644,644,Completed,982
645,645,Failed,516
646,646,Completed,1904
647,647,Completed,1308
648,648,Completed,1161
649,649,Completed,1190
650,650,Completed,1777
651,651,Failed,1138
652,652,Pending,776
653,653,Pending,1647
654,654,Pending,1796
655,655,Completed,802
656,656,Pending,1225
657,657,Pending,293
658,658,Pending,78
659,659,Failed,1471
660,660,Completed,539
661,661,Failed,1257
662,662,Completed,938
663,663,Pending,534
664,664,Failed,1531
665,665,Completed,1633
666,666,Pending,870
667,667,Completed,1537
668,668,Completed,89
669,669,Pending,1397
670,670,Failed,1446
671,671,Completed,710
672,672,Failed,1386
673,673,Pending,1126
674,674,Completed,1653
675,675,Pending,1541
676,676,Pending,1347
677,677,Pending,918
678,678,Pending,1185
679,679,Failed,763
680,680,Pending,138
681,681,Completed,1546
682,682,Failed,1117
683,683,Pending,647
684,684,Completed,1075
685,685,Failed,1367
686,686,Failed,1398
687,687,Completed,730
688,688,Pending,1232
689,689,Pending,331
690,690,Pending,1302
691,691,Completed,1646
692,692,Failed,1926
693,693,Pending,355
694,694,Completed,122
695,695,Failed,1508
696,696,Pending,1140
697,697,Pending,1667
698,698,Pending,1603
699,699,Completed,1266
700,700,Completed,1485
701,701,Completed,292
702,702,Pending,398
703,703,Failed,697
704,704,Pending,1794
705,705,Failed,1422
706,706,Completed,598
707,707,Pending,1909
708,708,Pending,1365
709,709,Pending,1339
710,710,Failed,1167
711,711,Failed,1299
712,712,Completed,905
713,713,Failed,816
714,714,Failed,538
715,715,Pending,413
716,716,Failed,819
717,717,Failed,1592
718,718,Completed,1731
719,719,Completed,1726
720,720,Pending,343
721,721,Completed,740
722,722,Pending,911
723,723,Pending,125
724,724,Pending,1270
725,725,Pending,248
726,726,Pending,217
727,727,Pending,124
728,728,Pending,1325
729,729,Pending,1079
730,730,Pending,764
731,731,Failed,1360
732,732,Completed,1217
733,733,Pending,8
734,734,Pending,1091
735,735,Pending,1532
736,736,Failed,568
737,737,Failed,612
738,738,Pending,1919
739,739,Failed,701
740,740,Failed,1757
741,741,Failed,1077
742,742,Failed,1638
743,743,Failed,166
744,744,Pending,269
745,745,Pending,1981
746,746,Pending,1061
747,747,Failed,835
748,748,Pending,1887
749,749,Pending,1708
750,750,Pending,113
751,751,Completed,235
752,752,Failed,237
753,753,Completed,428
754,754,Pending,897
755,755,Completed,479
756,756,Failed,168
757,757,Completed,1366
758,758,Failed,1723
759,759,Completed,1295
760,760,Failed,1448
761,761,Failed,897
762,762,Completed,1489
763,763,Pending,1771
764,764,Pending,1207
765,765,Failed,1889
766,766,Failed,747
767,767,Failed,1009
768,768,Failed,1341
769,769,Completed,429
770,770,Completed,1816
771,771,Failed,1589
772,772,Failed,184
773,773,Completed,880
774,774,Pending,389
775,775,Failed,208
776,776,Failed,935
777,777,Failed,1384
778,778,Failed,1112
779,779,Completed,1199
780,780,Completed,1052
781,781,Completed,796
782,782,Failed,230
783,783,Failed,1200
784,784,Failed,733
785,785,Pending,230
786,786,Completed,552
787,787,Completed,1792
788,788,Failed,1036
789,789,Failed,283
790,790,Completed,950
791,791,Completed,1113
792,792,Failed,202
793,793,Completed,271
794,794,Completed,1221
795,795,Completed,971
796,796,Pending,647
797,797,Failed,1617
798,798,Completed,695
799,799,Failed,1258
800,800,Completed,484
801,801,Completed,1005
802,802,Completed,659
803,803,Failed,719
804,804,Pending,1524
805,805,Failed,611
806,806,Completed,999
807,807,Failed,386
808,808,Completed,344
809,809,Pending,3
810,810,Pending,636
811,811,Failed,1859
812,812,Failed,1368
813,813,Pending,670
814,814,Pending,252
815,815,Pending,1139
816,816,Completed,463
817,817,Pending,906
818,818,Failed,1479
819,819,Failed,1240
820,820,Failed,478
821,821,Completed,1233
822,822,Completed,1635
823,823,Pending,1613
824,824,Failed,1778
825,825,Pending,541
826,826,Pending,853
827,827,Completed,571
828,828,Failed,60
829,829,Pending,816
830,830,Failed,324
831,831,Completed,1020
832,832,Failed,532
833,833,Pending,924
834,834,Pending,1926
835,835,Pending,878
836,836,Failed,1785
837,837,Failed,1842
838,838,Failed,566
839,839,Completed,151
840,840,Completed,1983
841,841,Failed,1005
842,842,Failed,1610
843,843,Completed,156
844,844,Completed,1387
845,845,Completed,1385
846,846,Completed,759
847,847,Pending,310
848,848,Completed,682
849,849,Failed,1606
850,850,Completed,185
851,851,Pending,822
852,852,Failed,1206
853,853,Failed,1302
854,854,Pending,916
855,855,Pending,1852
856,856,Pending,1750
857,857,Failed,1754
858,858,Pending,910
859,859,Pending,526
860,860,Failed,1177
861,861,Completed,1762
862,862,Pending,1098
863,863,Completed,1582
864,864,Pending,718
865,865,Pending,1780
866,866,Completed,471
867,867,Pending,53
868,868,Pending,61
869,869,Pending,357
870,870,Pending,113
871,871,Failed,1778
872,872,Pending,1805
873,873,Completed,1558
874,874,Pending,460
875,875,Failed,447
876,876,Failed,1983
877,877,Completed,510
878,878,Failed,1544
879,879,Failed,1083
880,880,Pending,590
881,881,Completed,924
882,882,Failed,1341
883,883,Pending,1838
884,884,Failed,728
885,885,Pending,1170
886,886,Pending,2
887,887,Completed,1562
888,888,Completed,405
889,889,Completed,539
890,890,Pending,169
891,891,Completed,1518
892,892,Failed,1911
893,893,Failed,121
894,894,Failed,1507
895,895,Failed,85
896,896,Pending,818
897,897,Completed,762
898,898,Failed,1118
899,899,Failed,80
900,900,Pending,1130
901,901,Completed,1323
902,902,Pending,786
903,903,Completed,632
904,904,Completed,1809
905,905,Completed,1517
906,906,Completed,1838
907,907,Failed,1525
908,908,Pending,998
909,909,Failed,374
910,910,Pending,1996
911,911,Failed,1411
912,912,Completed,1315
913,913,Completed,1405
914,914,Completed,266
915,915,Failed,1837
916,916,Failed,1402
917,917,Failed,397
918,918,Pending,1213
919,919,Pending,1295
920,920,Pending,1733
921,921,Pending,1245
922,922,Pending,1110
923,923,Failed,1156
924,924,Completed,562
925,925,Completed,917
926,926,Pending,1559
927,927,Failed,1628
928,928,Failed,1786
929,929,Pending,908
930,930,Pending,1279
931,931,Failed,839
932,932,Failed,1103
933,933,Completed,1345
934,934,Failed,1235
935,935,Completed,276
936,936,Pending,98
937,937,Completed,845
938,938,Failed,904
939,939,Pending,138
940,940,Pending,91
941,941,Pending,35
942,942,Failed,456
943,943,Failed,647
944,944,Failed,1635
945,945,Pending,943
946,946,Failed,70
947,947,Completed,949
948,948,Failed,1844
949,949,Pending,1593
950,950,Completed,1185
951,951,Completed,1648
952,952,Failed,730
953,953,Pending,134
954,954,Pending,1353
955,955,Completed,1100
956,956,Pending,66
957,957,Completed,497
958,958,Failed,684
959,959,Completed,1041
960,960,Failed,5
961,961,Failed,1872
962,962,Failed,376
963,963,Completed,1844
964,964,Pending,995
965,965,Pending,469
966,966,Pending,581
967,967,Pending,930
968,968,Failed,690
969,969,Completed,1363
970,970,Completed,1394
971,971,Failed,1276
972,972,Completed,1604
973,973,Completed,892
974,974,Failed,624
975,975,Completed,328
976,976,Pending,1078
977,977,Failed,456
978,978,Pending,1770
979,979,Failed,373
980,980,Pending,368
981,981,Completed,1049
982,982,Completed,1104
983,983,Completed,1878
984,984,Completed,1861
985,985,Completed,718
986,986,Failed,1291
987,987,Completed,1703
988,988,Failed,578
989,989,Pending,555
990,990,Pending,1295
991,991,Failed,706
992,992,Completed,1721
993,993,Completed,296
994,994,Completed,124
995,995,Completed,1157
996,996,Failed,708
997,997,Completed,1538
998,998,Failed,612
999,999,Completed,1288
1000,1000,Pending,859
1001,1001,Failed,334
1002,1002,Pending,467
1003,1003,Completed,421
1004,1004,Pending,432
1005,1005,Pending,1962
1006,1006,Failed,1133
1007,1007,Pending,1041
1008,1008,Completed,301
1009,1009,Completed,575
1010,1010,Completed,987
1011,1011,Completed,1893
1012,1012,Completed,600
1013,1013,Failed,239
1014,1014,Completed,1374
1015,1015,Failed,482
1016,1016,Failed,1570
1017,1017,Failed,76
1018,1018,Pending,226
1019,1019,Pending,615
1020,1020,Failed,1608
1021,1021,Completed,996
1022,1022,Failed,561
1023,1023,Pending,359
1024,1024,Failed,860
1025,1025,Completed,1612
1026,1026,Failed,874
1027,1027,Pending,1865
1028,1028,Pending,1954
1029,1029,Pending,349
1030,1030,Completed,1363
1031,1031,Pending,1068
1032,1032,Completed,1565
1033,1033,Pending,1300
1034,1034,Pending,970
1035,1035,Failed,947
1036,1036,Failed,1723
1037,1037,Pending,968
1038,1038,Pending,289
1039,1039,Pending,1793
1040,1040,Completed,700
1041,1041,Pending,353
1042,1042,Pending,1951
1043,1043,Failed,1132
1044,1044,Pending,994
1045,1045,Failed,1107
1046,1046,Completed,473
1047,1047,Pending,1259
1048,1048,Completed,1207
1049,1049,Completed,45
1050,1050,Pending,205
1051,1051,Completed,87
1052,1052,Completed,1567
1053,1053,Failed,1693
1054,1054,Failed,368
1055,1055,Failed,1785
1056,1056,Failed,1746
1057,1057,Pending,1209
1058,1058,Pending,943
1059,1059,Completed,710
1060,1060,Completed,373
1061,1061,Completed,399
1062,1062,Completed,354
1063,1063,Completed,1963
1064,1064,Completed,1896
1065,1065,Completed,988
1066,1066,Completed,559
1067,1067,Completed,258
1068,1068,Pending,1395
1069,1069,Completed,782
1070,1070,Pending,1030
1071,1071,Completed,1250
1072,1072,Failed,943
1073,1073,Completed,132
1074,1074,Pending,97
1075,1075,Failed,815
1076,1076,Completed,1787
1077,1077,Completed,1497
1078,1078,Failed,449
1079,1079,Completed,371
1080,1080,Completed,902
1081,1081,Failed,1729
1082,1082,Failed,906
1083,1083,Completed,753
1084,1084,Completed,1336
1085,1085,Failed,687
1086,1086,Pending,14
1087,1087,Pending,1168
1088,1088,Pending,268
1089,1089,Pending,1871
1090,1090,Failed,1
1091,1091,Failed,47
1092,1092,Completed,1712
1093,1093,Pending,1991
1094,1094,Pending,707
1095,1095,Pending,203
1096,1096,Failed,972
1097,1097,Pending,557
1098,1098,Completed,1107
1099,1099,Failed,85
1100,1100,Completed,1221
1101,1101,Pending,736
1102,1102,Completed,341
1103,1103,Completed,1279
1104,1104,Completed,928
1105,1105,Failed,1716
1106,1106,Pending,1522
1107,1107,Pending,1113
1108,1108,Pending,122
1109,1109,Pending,1569
1110,1110,Pending,1692
1111,1111,Completed,1611
1112,1112,Failed,1275
1113,1113,Pending,1414
1114,1114,Completed,1611
1115,1115,Completed,781
1116,1116,Pending,1716
1117,1117,Completed,1225
1118,1118,Pending,1497
1119,1119,Failed,179
1120,1120,Pending,1338
1121,1121,Completed,1440
1122,1122,Completed,1669
1123,1123,Failed,212
1124,1124,Failed,971
1125,1125,Failed,1335
1126,1126,Failed,1782
1127,1127,Pending,315
1128,1128,Completed,378
1129,1129,Completed,743
1130,1130,Pending,961
1131,1131,Completed,931
1132,1132,Completed,1094
1133,1133,Completed,1415
1134,1134,Completed,1261
1135,1135,Failed,1332
1136,1136,Completed,558
1137,1137,Completed,939
1138,1138,Failed,455
1139,1139,Completed,352
1140,1140,Failed,1397
1141,1141,Failed,96
1142,1142,Pending,434
1143,1143,Pending,503
1144,1144,Failed,632
1145,1145,Completed,1681
1146,1146,Failed,852
1147,1147,Pending,589
1148,1148,Completed,1616
1149,1149,Completed,1382
1150,1150,Pending,1047
1151,1151,Completed,444
1152,1152,Pending,1880
1153,1153,Failed,1729
1154,1154,Failed,1484
1155,1155,Failed,1166
1156,1156,Completed,602
1157,1157,Pending,118
1158,1158,Failed,430
1159,1159,Failed,1764
1160,1160,Completed,718
1161,1161,Failed,466
1162,1162,Pending,1939
1163,1163,Completed,73
1164,1164,Pending,105
1165,1165,Completed,1614
1166,1166,Pending,860
1167,1167,Failed,1942
1168,1168,Pending,1132
1169,1169,Completed,976
1170,1170,Failed,106
1171,1171,Failed,1172
1172,1172,Pending,314
1173,1173,Completed,807
1174,1174,Failed,1234
1175,1175,Completed,1032
1176,1176,Pending,1537
1177,1177,Completed,1330
1178,1178,Pending,196
1179,1179,Pending,212
1180,1180,Failed,1777
1181,1181,Completed,1395
1182,1182,Completed,637
1183,1183,Completed,1629
1184,1184,Pending,1693
1185,1185,Completed,1812
1186,1186,Failed,86
1187,1187,Pending,251
1188,1188,Pending,1667
1189,1189,Completed,1760
1190,1190,Failed,496
1191,1191,Pending,1123
1192,1192,Pending,1675
1193,1193,Completed,243
1194,1194,Pending,264
1195,1195,Pending,1207
1196,1196,Failed,1483
1197,1197,Failed,1881
1198,1198,Failed,850
1199,1199,Pending,1774
1200,1200,Failed,45
1201,1201,Failed,1653
1202,1202,Pending,511
1203,1203,Completed,1109
1204,1204,Failed,612
1205,1205,Pending,532
1206,1206,Pending,1380
1207,1207,Completed,688
1208,1208,Completed,1996
1209,1209,Completed,768
1210,1210,Completed,783
1211,1211,Failed,581
1212,1212,Pending,278
1213,1213,Pending,84
1214,1214,Failed,1826
1215,1215,Failed,1529
1216,1216,Completed,170
1217,1217,Pending,944
1218,1218,Completed,1313
1219,1219,Pending,1895
1220,1220,Completed,1277
1221,1221,Failed,241
1222,1222,Failed,606
1223,1223,Completed,488
1224,1224,Completed,1972
1225,1225,Failed,60
1226,1226,Completed,1076
1227,1227,Failed,82
1228,1228,Pending,1775
1229,1229,Failed,850
1230,1230,Completed,1992
1231,1231,Completed,1338
1232,1232,Completed,451
1233,1233,Failed,505
1234,1234,Completed,1827
1235,1235,Failed,1289
1236,1236,Failed,1400
1237,1237,Pending,1663
1238,1238,Failed,1673
1239,1239,Completed,153
1240,1240,Failed,57
1241,1241,Pending,706
1242,1242,Completed,1496
1243,1243,Completed,683
1244,1244,Failed,650
1245,1245,Failed,172
1246,1246,Failed,741
1247,1247,Completed,931
1248,1248,Failed,1121
1249,1249,Completed,422
1250,1250,Completed,1054
1251,1251,Failed,549
1252,1252,Pending,1496
1253,1253,Failed,1208
1254,1254,Completed,271
1255,1255,Failed,1219
1256,1256,Completed,1500
1257,1257,Completed,1006
1258,1258,Completed,1909
1259,1259,Failed,1701
1260,1260,Failed,1725
1261,1261,Pending,786
1262,1262,Pending,216
1263,1263,Completed,749
1264,1264,Failed,74
1265,1265,Failed,1523
1266,1266,Pending,1212
1267,1267,Completed,96
1268,1268,Completed,410
1269,1269,Pending,73
1270,1270,Pending,1890
1271,1271,Completed,1517
1272,1272,Completed,1764
1273,1273,Pending,289
1274,1274,Completed,1303
1275,1275,Pending,174
